Этап,№ сим карты,№ Комплекса,Обозначение,IP адрес,IP адрес БИС,Свидетельство о поверки,Дата выдачи,Срок действия,Скорость на комплексе,TV,IRZ,Описание дислокации,Адрес установки,Направление камеры,Направление фиксации,Район,Координаты
3,79279238212,194352M386,uragan-10-031,10.32.10.32,192.168.147.86,С-АБ/09-02-2022/133515346,09.02.2022,08.02.2024,60,1497033045,1003730,"РБ Кугарчинский р-н с. Мраково, ул. З. Биишевой 15","Республика Башкортостан, Кугарчинский район, с. Мраково, ул. З. Биишевой, д. 15",от ул. Учительская к ул. Калинина,"ближнее - встречное, дальнее - попутное",Кугарчинский район,52.713625 56.603182
4,79279245019,194352M387,uragan-10-146,10.32.10.147,192.168.147.87,С-АБ/29-07-2021/85199287,29.07.2021,28.07.2023,70,1713027492,1003906,"РБ, ГО г.Салават, а-д Р-240, Уфа-Оренбург, 162 км 456 м",,,встречное,Городской округ город Салават,53.335942 55.854375
3,79279255343,194352M388,uragan-10-037,10.32.10.38,192.168.147.88,С-АБ/08-02-2022/133515360,08.02.2022,07.02.2024,60,1497327043,1003891,"РБ, Зилаирский р-н с. Зилаир, ул. С. Юлаева, 40","Республика Башкортостан, Зилаирский район, с. Зилаир, ул. С. Юлаева, д. 40","от ул. Твердышева к АЗС ""Башнефть""","ближнее - встречное, дальнее - попутное",Зилаирский район,52.242150 57.463154
3,79279241349,194352M389,uragan-10-005,10.32.10.6,192.168.147.89,С-АБ/08-02-2022/133515353,08.02.2022,07.02.2024,"встречное 60, попутное 40",1497680027,1003763,РБ Куюргазинский р-н с Ермолаево ул Советская 192,"Республика Башкортостан, Куюргазинский район, с. Ермолаево, ул. Советская, д. 192",от ул. Заводская к ул. М. Горького,"ближнее - встречное, дальнее - попутное",Куюргазинский район,52.697087 55.811590
3,79659276140,194352M390,uragan-10-132,10.32.10.133,192.168.147.90,С-АБ/02-02-2022/133515390,02.02.2022,01.02.2024,60,1497469367,1004030,"РБ, с Нов Отрадовка пер Стерлибаш тр и ул Шолохова","Республика Башкортостан, Стерлитамакский район, с. Новая Отрадовка, перекресток Стерлибашевский тракт и ул. Шолохова",к ул. Водолаженко,"ближнее - встречное, дальнее - попутное",Стерлитамакский район,53.586087 55.891526
3,79270801432,194352M391,uragan-10-145,10.32.10.146,192.168.147.91,С-АБ/16-02-2022/133515327,16.02.2022,15.02.2024,90/90,1713713681,1003992,"РБ, Куюргазинский р-н, а-д Р-240, 239км+790м","РБ, Куюргазинский р-н, а-д Р-240, 239км+790м",,"ближнее - попутное, дальнее - встречное",Куюргазинский район,52.699908 55.853904
3,79270804381,194352M392,uragan-10-029,10.32.10.30,192.168.147.92,С-АБ/28-02-2022/137281559,28.02.2022,27.02.2024,90,1500580743,1003744,"РБ, Кушнаренковский р-н, а-д М-7 ""Волга"", 1273км+564м","РБ, Кушнаренковский р-н, а-д М-7 ""Волга"", 1273км+564м",,встречное,Кушнаренковский район,55.121319 55.214918
3,79173608923,194352M393,uragan-11-023,10.32.11.24,192.168.147.93,С-АБ/08-02-2022/133515358,08.02.2022,07.02.2024,"встречное 40, попутное 60",1497912819,1003935,"РБ, г. Кумертау, ул. Вокзальная, д. 7","Республика Башкортостан, Городской округ город Кумертау, г. Кумертау, ул. Вокзальная, д. 7",от пер. Вокзальный к ул. Нахимова,"ближнее - встречное, дальнее - попутное",Город Кумертау,52.769887 55.777511
3,79279250168,194352M394,uragan-10-042,10.32.10.43,192.168.147.94,С-АБ/29-09-2021/100093823,29.09.2021,28.09.2023,90/90,1714344542,1003857,"РБ, Иглинский р-н, а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1504 км 800 м",,,"ближнее - встречное, дальнее - попутное",Иглинский район,54.775267 56.479735
3,79279250393,194352M395,uragan-10-066,10.32.10.67,192.168.147.95,С-АБ/09-02-2022/133515343,09.02.2022,08.02.2024,60,1498329088,1003863,"РБ,Зилаирский дСосновка ад МагнитогорскИра 223км","Республика Башкортостан, Зилаирский район, д. Сосновка, а-д Магнитогорск-Ира, 223км",от с. Зилаир к с. Бердяш,"ближнее - попутное, дальнее - встречное",Зилаирский район,52.206767 57.268489
3,79279240932,194352M396,uragan-11-035,10.32.11.36,192.168.147.96,С-АБ/02-02-2022/133515389,02.02.2022,01.02.2024,60,1498353189,1003955,РБ Стерлитамакский р-н п Покровка ул Басманова 39,"Республика Башкортостан, Стерлитамакский район, п. Покровка, ул. Басманова, д. 39",от с. Заливной к с. Наумовка,"ближнее - встречное, дальнее - попутное",Стерлитамакский район,53.541782 55.943438
3,79279245864,194352M397,uragan-10-028,10.32.10.29,192.168.147.97,С-АБ/08-02-2022/133515331,08.02.2022,07.02.2024,90,1498428075,1003821,"РБ, ГО Кумертау, а-д Р-240, 223км+730м","РБ, ГО Кумертау, а-д Р-240, 223 км+730м",,"ближнее - встречное, дальнее - попутное", ГО Кумертау,52.826607 55.907336
3,79270802276,194352M398,uragan-10-057,10.32.10.58,192.168.147.98,С-АБ/29-09-2021/100093821,29.09.2021,28.09.2023,50,1490066164,1003854,"РБ, Уфимский р-н, Западный обход г. Уфы, 20 км 156 м",,,встречное,Уфимский район,54.819110 55.730225
3,79659275626,194352M399,uragan-11-034,10.32.11.35,192.168.147.99,С-АБ/02-02-2022/133515394,02.02.2022,01.02.2024,"встречное 40, попутное 60",1714509308,1003933,РБ Ишимбайский р-н г Ишимбай ул Б. Хмельницкого 1А,"Республика Башкортостан, Ишимбайский район, г. Ишимбай, ул. Б. Хмельницкого, д. 1А",от ул. Докучаева к ул. Маршала Жукова,"ближнее - встречное, дальнее - попутное",Город Ишимбай,53.436076 56.043388
4,79279254240,194352M400,uragan-10-137,10.32.10.138,192.168.147.100,С-АБ/29-07-2021/85199279,29.07.2021,28.07.2023,70,1713609374,1003950,"РБ, Чишминский р-н, а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1441 км 590 м",,,встречное,Чишминский район,54.639777 55.589649
4,79659279420,194352M401,uragan-10-119,10.32.10.120,192.168.148.1,С-АБ/16-07-2021/79696446,16.07.2021,15.07.2023,90,1509194980,1003974,"РБ, а-д Р-240, Уфа-Оренбург, 13 км 686 м, лево",,,встречное,Город Уфа Кировский район,54.596753  55.914434
4,79279234542,194352M402,uragan-10-092,10.32.10.93,192.168.148.2,С-АБ/01-03-2022/137281526,01.03.2022,29.02.2024,60,1515978805,1004248,"РБ, с. Большеустьикинское, ул. С. Юлаева, д. 90","Республика Башкортостан, Мечетлинский район, с. Большеустьикинское, ул. Салавата Юлаева, д. 90",от ул. Промышленная,"ближнее - попутное, дальнее - встречное",Мечетлинский район,55.926327 58.285021
4,79655454046,194352M403,uragan-11-056,10.32.11.57,192.168.148.3,С-АБ/05-03-2022/138341825,05.03.2022,04.03.2024,60,1513640264,1004403,"РБ, с. Бекетово, ул. Октябрьская, ост. Бекетово-1","Республика Башкортостан, Кармаскалинский район, с. Бекетово, ул. Октябрьская, остановка Бекетово-1",от д. Орловка,"ближнее - попутное, дальнее - встречное",Кармаскалинский район,54.429307 55.815172
4,79279233478,194352M404,uragan-10-120,10.32.10.121,192.168.148.4,С-АБ/10-03-2022/139655909,10.03.2022,09.03.2024,60,1517533397,1004038,"РБ, ГО г. Сибай, Индустриальное ш., д. 4/1","Республика Башкортостан, Городской округ город Сибай, Индустриальное ш., д. 4/1",от ул. Белякова к ул. Белова,"ближнее - встречное, дальнее - попутное",Городской округ город Сибай,52.721429 58.684317
4,79659280826,194352M405,uragan-9-131,10.32.9.132,192.168.148.5,С-АБ/26-01-2022/128423118,26.01.2022,25.01.2024,60,1517571701,1003735,"РБ, Альшеевский р-н, с Раевский, ул Трактовая, 40","Республика Башкортостан, Альшеевский район, с. Раевский, ул. Трактовая, д. 40",от пер. Матросова к ул. Кускова,"ближнее - встречное, дальнее - попутное",Альшеевский район,54.076384 54.940455
