Этап,№ сим карты,№ Комплекса,Обозначение,IP адрес,IP адрес БИС,Свидетельство о поверки,Дата выдачи,Срок действия,Скорость на комплексе,TV,IRZ,Описание дислокации,Адрес установки,Направление камеры,Направление фиксации,Район,Координаты
3,79659280020,194352M316,uragan-10-026,10.32.10.27,192.168.147.16,С-АБ/08-02-2022/133515368,08.02.2022,07.02.2024,60,1679127038,1003719,"РБ, Баймакский р-н г. Баймак, ул. Стахановская, 12","Республика Башкортостан, Баймакский район, г. Баймак, ул. Стахановская, д. 12",от ул. Ленина к ул. Садовая,"ближнее - попутное, дальнее - встречное",Баймакский район,52.583679 58.301302
3,79173608928,194352M317,uragan-10-061,10.32.10.62,192.168.147.17,С-АБ/29-09-2021/100093829,29.09.2021,28.09.2023,90,1353041702,1003869,"РБ, Куюргазинский р-н, а-д Р-240, Уфа-Оренбург, 245 км 090 м",,,"ближнее - попутное, дальнее - встречное",Куюргазинский район,52.666915 55.835196
3,79279247952,194352M318,uragan-10-142,10.32.10.143,192.168.147.18,С-АБ/07-02-2022/133515371,07.02.2022,06.02.2024,60,1461587174,1003932,"РБ, Федоровский р-н д Ключевка, ул Северная, д 14А","Республика Башкортостан, Федоровский район, д. Ключевка, ул. Северная, д. 14А",от ул. Школьная к ул. Северная,"ближнее - встречное, дальнее - попутное",Федоровский район,53.066097 55.520638
3,79276386469,194352M319,uragan-10-073,10.32.10.74,192.168.147.19,С-АБ/29-09-2021/100093819,29.09.2021,28.09.2023,50,1454916742,1003885,"РБ, Уфимский р-н, Западный обход г. Уфы, 20 км 456 м",,,встречное,Уфимский район,54.820549 55.728925
3,79173608825,194352M320,uragan-11-026,10.32.11.27,192.168.147.20,С-АБ/08-02-2022/133515330,08.02.2022,07.02.2024,90,1461715015,1003931,"РБ, ГО Кумертау, а-д Р-240, 229км+700м","РБ, ГО Кумертау, а-д Р-240, 229км+700м",,"ближнее - встречное, дальнее - попутное",Город Кумертау,52.783113 55.859927
3,79659276147,194352M321,uragan-10-136,10.32.10.137,192.168.147.21,С-АБ/02-02-2022/133515393,02.02.2022,01.02.2024,90,1680046145,1003988,"РБ, с Верхние Услы, пер ул Школьная и ул Советская","Республика Башкортостан, Стерлитамакский район, с. Верхние Услы, перекресток ул. Школьная и ул. Советская",от г.о. Стерлитамак к д. Чуртан,"ближнее - попутное, дальнее - встречное",Стерлитамакский район,53.720346 55.601138
3,79279252652,194352M322,uragan-11-032,10.32.11.33,192.168.147.22,С-АБ/02-02-2022/133515400,02.02.2022,01.02.2024,60,1680266533,1004216,"РБ, г. Ишимбай, ул. Машиностроителей, д. 22","Республика Башкортостан, Ишимбайский район, г. Ишимбай, ул. Машиностроителей, д. 22",от ул. Стахановская к ул. Б. Хмельницкого,"ближнее - встречное, дальнее - попутное",Город Ишимбай,53.437875 56.047367
3,79875806412,194352M323,uragan-10-033,10.32.10.34,192.168.147.23,С-АБ/25-08-2021/90898064,25.08.2021,24.08.2023,90/90,1680369895,1003720,"РБ, Мелеузовский р-н, а-д Р-240, Уфа-Оренбург, 197 км 734 м",,,"ближнее - встречное, дальнее - попутное",Мелеузовский район,53.038829 55.925047
3,79279249078,194352M324,uragan-10-129,10.32.10.130,192.168.147.24,С-АБ/31-08-2021/98508054,31.08.2021,30.08.2023,90/90,1462624595,1004010,"РБ, Стерлитамакский р-н, а-д Р-240, Уфа-Оренбург, 149 км 450 м",,,"ближнее - встречное, дальнее - попутное",Стерлитамакский район,53.440189 55.843676
3,79279245404,194352M325,uragan-10-131,10.32.10.132,192.168.147.25,С-АБ/08-02-2022/133515329,08.02.2022,07.02.2024,90,1468958773,1003907,"РБ, ГО Кумертау, а-д Р-240, 228км+664м",,,"ближнее - встречное, дальнее - попутное",Город Кумертау,52.789444 55.867087
4,79279237317,194352M326,uragan-10-111,10.32.10.112,192.168.147.26,С-АБ/18-03-2022/142312832,18.03.2022,17.03.2024,60,1465229097,1003905,"РБ, д. Старый Калкаш, ул. Центральная, д. 42","Республика Башкортостан, Стерлибашевский район, д. Старый Калкаш, ул. Центральная, д. 42",к ул. Карамалинская,"ближнее - попутное, дальнее - встречное",Стерлибашевский район,53.483666 55.396827
3,79659277419,194352M327,uragan-10-074,10.32.10.75,192.168.147.27,С-АБ/08-02-2022/133515369,08.02.2022,07.02.2024,90,1465411069,1003874,РБ Воскресенск. пер ад ИраМагнитогорск и улПобеды,"Республика Башкортостан, Кугарчинский район, с. Воскресенское, перекресток а-д Ира – Магнитогорск и ул. Победы",к д. Калдарово,"ближнее - попутное, дальнее - встречное",Кугарчинский район,52.785015 56.359582
3,79659278167,194352M328,uragan-10-077,10.32.10.78,192.168.147.28,С-АБ/08-02-2022/133515367,08.02.2022,07.02.2024,60,1455032211,1003786,"РБ, Баймакский р-н, г. Баймак, пр. С. Юлаева, д 15","Республика Башкортостан, Баймакский район, г. Баймак, пр. С. Юлаева, д. 15",от ул. Мира к ул. Алибаева,"ближнее - встречное, дальнее - попутное",Баймакский район,52.593501 58.303013
3,"Не приходит смс, до этого был 79659277238",194352M329,uragan-10-062,10.32.10.63,192.168.147.29,С-АБ/08-02-2022/133515366,08.02.2022,07.02.2024,60,1457676728,1003776,"РБ, Баймакский р-н г. Баймак, ул. Сосновая, 8","Республика Башкортостан, Баймакский район, г. Баймак, ул. Сосновая, д. 8",от ул. Ишмуратова к ул. С. Есенина,"ближнее - встречное, дальнее - попутное",Баймакский район,52.597960 58.290485
3,79279237041,194352M330,uragan-10-044,10.32.10.45,192.168.147.30,С-АБ/09-02-2022/133515349,09.02.2022,08.02.2024,90,888642265,1003521,РБ Исимово пер ад МагнитогорскИра ул 40 лет Победы,"Республика Башкортостан, Кугарчинский район с. Исимово, перекресток а-д Магнитогорск-Ира и ул. 40 лет Победы",от ул. Молодежная к ул. Дружбы ,"ближнее - встречное, дальнее - попутное",Кугарчинский район,52.543174 56.497875
3,79279249949,194352M331,uragan-10-125,10.32.10.126,192.168.147.31,С-АБ/21-02-2022/134319418,21.02.2022,20.02.2024,90,1450331035,1003984,"РБ, Благоварский р-н, а-д М-5 ""Урал"", 1381км+900м",,,дальнее - встречное,Благоварский район,54.664773 54.732063
3,79875806438,194352M332,uragan-10-107,10.32.10.108,192.168.147.32,С-АБ/02-02-2022/133515399,02.02.2022,01.02.2024,60,1472415794,1003910,"РБ, Ишимбайский р-н г. Ишимбай, ул Губкина, д 67А","Республика Башкортостан, Ишимбайский район, г. Ишимбай, ул. Губкина, д. 67А",от ул. С. Юлаева к ул . Крупской,"ближнее - встречное, дальнее - попутное",Город Ишимбай,53.463124 56.034880
3,79276365931,194352M334,uragan-10-065,10.32.10.66,192.168.147.34,С-АБ/09-02-2022/133515342,09.02.2022,08.02.2024,90,1472495216,1003794,РБ Исянгулово пер ад МагнитогорскИра и ул Кусакова,"Республика Башкортостан, Зианчуринский район, с. Исянгулово, перекресток а-д Магнитогорск-Ира и ул. Кусакова",от ул. Интернациональная к ул. 50 лет Победы,"ближнее - встречное, дальнее - попутное",Зианчуринский район,52.182551 56.587173
3,79625453623,194352M335,uragan-10-035,10.32.10.36,192.168.147.35,С-АБ/09-02-2022/133515352,09.02.2022,08.02.2024,90,1475657580,1003858,"РБ, Кугарчинский рн д Худайбердино, ул Агидель, 19","Республика Башкортостан, Кугарчинский район, д. Худайбердино, а-д Ира - Магнитогорск (ул. Агидель, д. 19)",от д. Юлбашево к д. Ковалёвка,"ближнее - встречное, дальнее - попутное",Кугарчинский район,52.804583 56.046405
3,79659276869,194352M336,uragan-10-070,10.32.10.71,192.168.147.36,С-АБ/07-02-2022/133515383,07.02.2022,06.02.2024,60,1514556138,1003893,"РБ, Баймакский р-н г. Баймак, ул. Ленина, 27","Республика Башкортостан, Баймакский район, г. Баймак, ул. Ленина, д. 27",от ул. М. Горького к ул. Чернышевского,"ближнее - встречное, дальнее - попутное",Баймакский район,52.588950 58.317731
3,79279233858,194352M337,uragan-10-098,10.32.10.99,192.168.147.37,С-АБ/25-08-2021/90898066,25.08.2021,24.08.2023,90/90,1475948857,1003926,"РБ, ГО г.Кумертау, а-д Р-240, Уфа-Оренбург, 221 км 747 м",,,"ближнее - встречное, дальнее - попутное",Городской округ город Кумертау,52.841742 55.918011
4,79279234031,194352M338,uragan-10-096,10.32.10.97,192.168.147.38,С-АБ/14-03-2022/140722682,14.03.2022,13.03.2024,60,1477409775,1003993,"РБ Белебеевский рн, с Надеждино, ул Центральная,17","Республика Башкортостан, Белебеевский район, с. Надеждино, ул. Центральная, д. 17",от ул. Интернациональная к ул. Аксакова,"ближнее - попутное, дальнее - встречное",Белебеевский район,54.034329 54.150868
3,79659278251,194352M339,uragan-10-067,10.32.10.68,192.168.147.39,С-АБ/10-02-2022/133515333,10.02.2022,09.02.2024,90,1478120537,1003870,"РБ, Мелеузовский район, а-д Р-240, 196 км+228м ","РБ, Мелеузовский район, а-д Р-240, 196 км+228м ",,"ближнее - встречное, дальнее - попутное",Мелеузовский район,53.053507 55.920491
3,79279246683,194352M340,uragan-10-114,10.32.10.115,192.168.147.40,С-АБ/31-08-2021/98508058,31.08.2021,30.08.2023,90/90,1478279766,1003987,"РБ, Стерлитамакский р-н, а-д Р-240, Уфа-Оренбург, 117 км 900 м",,,"ближнее - встречное, дальнее - попутное",Стерлитамакский район,"53.711050, 55.882077"
3,79279241659,194352M341,uragan-10-019,10.32.10.20,192.168.147.41,С-АБ/02-02-2022/133515392,02.02.2022,01.02.2024,60,1480447313,1003849,РБ БелоеОзеро пер ад ТолбазыКрасноус и ул Школьная,"Республика Башкортостан, Гафурийский район, с. Белое Озеро, перекресток а-д Толбазы-Красноусольский и ул. Школьная",от ул. Школьная к ул. Ленина ,"ближнее - встречное, дальнее - попутное",Гафурийский район,53.986265 56.223472
3,79625453507,194352M342,uragan-10-143,10.32.10.144,192.168.147.42,С-АБ/31-08-2021/98508056,31.08.2021,30.08.2023,90/90,1514039358,1003928,"РБ, Стерлитамакский р-н, а-д Р-240, Уфа-Оренбург, 132 км",,,"ближнее - встречное, дальнее - попутное",Стерлитамакский район,53.587599 55.836309
3,79270802456,194352M343,uragan-10-095,10.32.10.96,192.168.147.43,С-АБ/07.02.2022/133515373,07.02.2022,06.02.2024,90,1480698277,1004008,"РБ, Мелеузовский р-н г Мелеуз, ул С. Юлаева, д. 21","Республика Башкортостан, Мелеузовский район, г. Мелеуз, ул. С. Юлаева, д. 21",к ул. Братьев Алтаевых,"ближнее - попутное, дальнее - встречное",Мелеузовский район,52.988011 55.919503
3,79270804363,194352M344,uragan-10-076,10.32.10.77,192.168.147.44,С-АБ/09-02-2022/133515335,09.02.2022,08.02.2024,60,1476926013,1003836,"РБ Зианчуринский рн с Карадыган, ул Центральная, 9","Республика Башкортостан, Зианчуринский район, с. Карадыган, ул. Центральная, д. 9",к с. Трушино,"ближнее - встречное, дальнее - попутное",Зианчуринский район,52.198509 56.717112
3,79279249086,194352M345,uragan-10-051,10.32.10.52,192.168.147.45,С-АБ/08-02-2022/133515364,08.02.2022,07.02.2024,90,1484327429,1003831,РБ Юлдыбаево ад МагнитогорскИра выезд из Юлдыбаево,"Республика Башкортостан, Зилаирский район, с. Юлдыбаево, а-д Магнитогорск-Ира, выезд из с. Юлдыбаево",от с. Воскресенское к с. Юлдыбаево,"ближнее - встречное, дальнее - попутное",Зилаирский район,52.356201 57.875353
4,79375009455,194352M346,uragan-11-041,10.32.11.42,192.168.147.46,С-АБ/17-08-2021/87786828,17.08.2021,16.08.2023,90/90,1484080558,1004042,"РБ, Мелеузовский р-н, а-д Р-240, Уфа-Оренбург, 207 км",,,"ближнее - встречное, дальнее - попутное",Мелеузовский район,52.961462 55.888764
3,79659278227,194352M347,uragan-10-054,10.32.10.55,192.168.147.47,С-АБ/07-02-2022/133515382,07.02.2022,06.02.2024,60,1484372521,1003860,"РБ, Баймакский р-н г. Баймак, ул. Алибаева, д. 6","Республика Башкортостан, Баймакский район, г. Баймак, ул. Алибаева, 6",от ул. Калинина к ул. Коммунистическая,"ближнее - попутное, дальнее - встречное",Баймакский район,52.599461 58.317443
3,79279252862,194352M348,uragan-10-149,10.32.10.150,192.168.147.48,С-АБ/21-02-2022/134319417,21.02.2022,20.02.2024,90,1484366718,1004020,"РБ, Благоварский р-н, а-д М-5 ""Урал"", 1382км+050м",,,встречное,Благоварский район,54.665645 54.738304
3,79279232421,194352M349,uragan-10-018,10.32.10.19,192.168.147.49,С-АБ/08-02-2022/133515332,08.02.2022,07.02.2024,70,1483781955,1003840,"РБ, ГО Кумертау, а-д Р-240, 219км+084м","РБ, ГО Кумертау, а-д Р-240, 219 км+084м",,"ближнее - встречное, дальнее - попутное",ГО Кумертау,52.865020 55.921477
3,79659279445,194352M350,uragan-10-085,10.32.10.86,192.168.147.50,С-АБ/02-02-2022/133515398,02.02.2022,01.02.2024,60,1485536462,1004218,"РБ, г. Ишимбай, Кинзебулатовское ш., ост. Сады","Республика Башкортостан, Ишимбайский район, г. Ишимбай, Кинзебулатовское ш., ост. Сады",к с. Кузьминовка,"ближнее - попутное, дальнее - встречное",Город Ишимбай,53.427481 56.062865
3,79659275328,194352M351,uragan-10-082,10.32.10.83,192.168.147.51,С-АБ/02-02-2022/133515397,02.02.2022,01.02.2024,60,1486381479,1003934,"РБ, г. Ишимбай, пер ул. Бульварная и ул. Гагарина","Республика Башкортостан, Ишимбайский район, г. Ишимбай, пересечение ул. Бульварная и ул. Гагарина",от ул. Стахановская к ул. Блохина,"ближнее - попутное, дальнее - встречное",Город Ишимбай,53.446657 56.035984
3,79279239604,194352M352,uragan-10-075,10.32.10.76,192.168.147.52,С-АБ/30-09-2021/100093808,30.09.2021,29.09.2023,90,1481759663,1003868,"РБ, Илишевский р-н, а-д М-7 ""Волга"", 1208 км 300 м",,,дальнее - встречное,Илишевский район,55.481631 54.503107
3,79276358608,194352M353,uragan-10-113,10.32.10.114,192.168.147.53,С-АБ/08-02-2022/133515359,08.02.2022,07.02.2024,40,1488498156,1004037,"РБ, г. Кумертау, ул. Некрасова, д. 26","Республика Башкортостан, Городской округ город Кумертау, г. Кумертау, ул. Некрасова, д. 26",от ул. Рабочая к Третий Рабочий пер.,"ближнее - встречное, дальнее - попутное",Город Кумертау,52.762401 55.779895
3,79276367087,194352M354,uragan-10-046,10.32.10.47,192.168.147.54,С-АБ/09-02-2022/133515341,09.02.2022,08.02.2024,60,1706319469,1003740,РБ сИсянгулово улОктябрьской рев возле газ участка,"Республика Башкортостан, Зианчуринский район, с. Исянгулово, ул. Октябрьской революции, возле газового участка",от ул. Промышленая к ул. Муртазина,"ближнее - попутное, дальнее - встречное",Зианчуринский район,52.188868 56.587923
3,79276367439,194352M355,uragan-9-133,10.32.9.134,192.168.147.55,С-АБ/09-02-2022/133515340,09.02.2022,08.02.2024,60,1385759274,1003731,"РБ, с. Исянгулово, ул. Красноармейская, д. 59","Республика Башкортостан, Зианчуринский район, с. Исянгулово, ул. Красноармейская, д. 59",от ул. Молодёжная к ул. Блюхера,"ближнее - попутное, дальнее - встречное",Зианчуринский район,52.186845 56.577971
3,79375009289,194352M356,uragan-10-150,10.32.10.151,192.168.147.56,С-АБ/08-02-2022/133515328,08.02.2022,07.02.2024,90/90,1490216086,1004025,"РБ, ГО Кумертау, а-д Р-240, 229км+500м","РБ, ГО Кумертау, а-д Р-240, 229км+500м",,"ближнее - встречное, дальнее - попутное",Город Кумертау,52.785429 55.861669
3,79279234059,194352M357,uragan-10-056,10.32.10.57,192.168.147.57,С-АБ/07-02-2022/133515381,07.02.2022,06.02.2024,"встречное - 40, попутное - 60",1490456230,1003888,"РБ Баймакский р-н г Баймак ул.Коммунистическая, 49","Республика Башкортостан, Баймакский район, г. Баймак, ул. Коммунистическая, д. 49",от ул. Копылова к ул. Матросова,"ближнее - встречное, дальнее - попутное",Баймакский район,52.605170 58.316148
3,79659277106,194352M358,uragan-10-121,10.32.10.122,192.168.147.58,С-АБ/07.02.2022/133515376,07.02.2022,06.02.2024,40,1490601522,1003990,"г. Кумертау, ул. Шоссейная (КФ ОГУ)","Республика Башкортостан, Городской округ город Кумертау, г. Кумертау, ул. Шоссейная (КФ ОГУ)",от ул. Подлесная к ул. Брикетная,"ближнее - попутное, дальнее - встречное",Город Кумертау,52.780680 55.834005
3,79279243575,194352M359,uragan-10-048,10.32.10.49,192.168.147.59,С-АБ/08-02-2022/133515357,08.02.2022,07.02.2024,40,1487201635,1003797,"РБ Куюргазинский р-н с. Ермолаево ул Советская, 29","Республика Башкортостан, Куюргазинский район, с. Ермолаево, ул. Советская, д. 29",от ул. Ватутина к ул. Калинина,"ближнее - встречное, дальнее - попутное",Куюргазинский район,52.710117 55.807554
3,79279246382,194352M360,uragan-10-052,10.32.10.53,192.168.147.60,С-АБ/09-02-2022/133515345,09.02.2022,08.02.2024,60,1514039358,1003803,"РБ, Хайбуллинский р-н с. Акъяр, пр. С. Юлаева, 63","Республика Башкортостан, Хайбуллинский район с. Акъяр, пр. С. Юлаева, д. 63, АЗС ""Башнефть""",от ул. Энергетиков к ул. Бишевой,"ближнее - встречное, дальнее - попутное",Хайбуллинский район,51.874924 58.218449
3,79659280067,194352M361,uragan-10-040,10.32.10.41,192.168.147.61,С-АБ/08-02-2022/133515365,08.02.2022,07.02.2024,60,1487248493,1003866,"РБ, Баймакский район, г. Баймак, ул. Есенина, д. 7","Республика Башкортостан, Баймакский район, г. Баймак, ул. Есенина, д. 7",от ул. Гвардейская к ул. Сосновая,"ближнее - встречное, дальнее - попутное",Баймакский район,52.594190 58.291039
3,79279252932,194352M362,uragan-10-148,10.32.10.149,192.168.147.62,С-АБ/02-02-2022/133515396,02.02.2022,01.02.2024,90,1490712116,1004039,"РБ, г. Ишимбай, Индустриальное ш., д. 1","Республика Башкортостан, Ишимбайский район, г. Ишимбай, Индустриальное ш., д. 1",к ул. Локомотивная,"ближнее - встречное, дальнее - попутное",Город Ишимбай,53.437638 55.996234
3,79659280037,194352M363,uragan-10-072,10.32.10.73,192.168.147.63,С-АБ/30-09-2021/100093809,30.09.2021,29.09.2023,90/90,1493833568,1003861,"РБ, Дюртюлинский р-н, а-д М-7 ""Волга"", 1227 км 199 м",,,"ближнее - встречное, дальнее - попутное",Дюртюлинский район,55.431796 54.773647
3,79659277168,194352M364,uragan-10-079,10.32.10.80,192.168.147.64,С-АБ/07-02-2022/133515380,07.02.2022,06.02.2024,60,1483976710,1003835,"РБ, Баймакский р-н г. Баймак, ул. М.Горького, 16А2","Республика Башкортостан, Баймакский район, г. Баймак, ул. М. Горького, д. 16А",от ул. Азанова к ул. Ленина,"ближнее - попутное, дальнее - встречное",Баймакский район,52.595977 58.321834
4,79279253130,194352M365,uragan-10-135,10.32.10.10,192.168.147.65,С-АБ/29-07-2021/85199288,29.07.2021,28.07.2023,70,1492401619,1004016,"РБ, ГО г.Салават, а-д Р-240, Уфа-Оренбург, 162 км 496 м",,,встречное,Городской округ город Салават,53.335690 55.855067
3,79279234140,194352M366,uragan-10-032,10.32.10.33,192.168.147.66,С-АБ/07.02.2022/133515379,07.02.2022,06.02.2024,40,1492479207,1003767,"РБ, Баймакский р-н, г. Баймак, ул. Блюхера, д. 29","Республика Башкортостан, Баймакский район, г. Баймак, ул. Блюхера д. 29",от ул. Социалистическая к ул. Копылова,"ближнее - встречное, дальнее - попутное",Баймакский район,52.608082 58.306598
3,79276375847,194352M367,uragan-10-081,10.32.10.82,192.168.147.67,С-АБ/02-02-2022/133515391,02.02.2022,01.02.2024,90,1493500257,1003964,"РБ, с. Красноусольский, ул. Маяковского, д. 103","Республика Башкортостан, Гафурийский район, с. Красноусольский, ул. Маяковского, д. 103",от ул. Калинина к ул. Дзержинского,"ближнее - попутное, дальнее - встречное",Гафурийский район,53.875883 56.468122
3,79279239266,194352M368,uragan-10-017,10.32.10.18,192.168.147.68,С-АБ/09-02-2022/133515339,09.02.2022,08.02.2024,60,1493320768,1003897,РБ сНовопавловка пер ад Магнитогорск-Ира ул Дружбы,"Республика Башкортостан, Зианчуринский район, с. Новопавловка, перекресток а-д Магнитогорск-Ира и ул. Дружбы",от ул. Дружбы к с. Янги-Юл,"ближнее - встречное, дальнее - попутное",Зианчуринский район,52.178730 56.575173
3,79279242971,194352M369,uragan-10-030,10.32.10.31,192.168.147.69,С-АБ/08-02-2022/133515356,08.02.2022,07.02.2024,40,1493636799,1003828,"РБ, Куюргазинский р-н с. Ермолаево, пр. Мира, 4","Республика Башкортостан, Куюргазинский район, с. Ермолаево, пр. Мира, д. 4",от ул. Чкалова к ул. Юбилейная,"ближнее - встречное, дальнее - попутное",Куюргазинский район,52.704089 55.824155
3,79270801062,194352M370,uragan-10-045,10.32.10.46,192.168.147.70,С-АБ/08-02-2022/133515363,08.02.2022,07.02.2024,60,1492126669,1003825,"РБ выезд из с. Зилаир, пер ул. Нефтепроводная","Республика Башкортостан, Зилаирский район, с. Зилаир, выезд из д. Зилаир, пер ул. Нефтепроводная","от ул. Нефтепроводная к АЗС ""Башнефть""","ближнее - попутное, дальнее - встречное",Зилаирский район,52.227603 57.420670
3,79270804365,194352M371,uragan-10-059,10.32.10.60,192.168.147.71,С-АБ/09-02-2022/133515334,09.02.2022,08.02.2024,60,1493576415,1003890,"РБ, Зианчуринский р-н с. Кугарчи, ул. Шоссейная 3","Республика Башкортостан, Зианчуринский район, с. Кугарчи, ул. Шоссейная, д. 3, а-д Магнитогорск-Ира, остановка",от д. Кинзебулатово к д.Худабандино,"ближнее - встречное, дальнее - попутное",Зианчуринский район,52.152765 56.835773
3,79279254416,194352M372,uragan-10-049,10.32.10.50,192.168.147.72,С-АБ/09-02-2022/133515338,09.02.2022,08.02.2024,40,1709766339,1003834,РБ с Исянгулово пер ул Окт. рев и ул Геологическая,"Республика Башкортостан, Зианчуринский район, с. Исянгулово, перекресток ул. Октябрьской революции и ул. Геологическая (Максимум)",от ул. Советская,"ближнее - встречное, дальнее - попутное",Зианчуринский район,52.190085 56.582595
3,79279238472,194352M373,uragan-10-080,10.32.10.81,192.168.147.73,С-АБ/09-02-2022/133515348,09.02.2022,08.02.2024,90,1494628452,1003826,"РБ, а-д Магнитогорск-Ира, поворот к с. Троицкое","Республика Башкортостан, Кугарчинский район, а-д Магнитогорск-Ира, поворот к с. Троицкое",от д. Туембетово к с. Назаркино,"ближнее - встречное, дальнее - попутное",Кугарчинский район,52.301529 56.482403
3,79279236849,194352M374,uragan-10-064,10.32.10.65,192.168.147.74,С-АБ/09-02-2022/133515347,09.02.2022,08.02.2024,90,1486248154,1003872,"РБ, д. Канакачево, ул. Худайбердина, д. 1А","Республика Башкортостан, Кугарчинский район, д. Канакачево, а-д Магнитогорск-Ира, ул. Худайбердина, д. 1А",от с. Новониколаевское к д. Мусино,"ближнее - встречное, дальнее - попутное",Кугарчинский район,52.666701 56.521633
3,79279245369,194352M375,uragan-10-041,10.32.10.42,192.168.147.75,С-АБ/08-02-2022/133515362,08.02.2022,07.02.2024,40,1494708779,1002942,"РБ, Зилаирский р-н с. Зилаир, ул. Пушкина, д. 37","Республика Башкортостан, Зилаирский район, с.Зилаир, ул. Пушкина, д. 37",к ул. Башкатова,"ближнее - встречное, дальнее - попутное",Зилаирский район,52.225942 57.444679
3,79279239372,194352M376,uragan-10-039,10.32.10.40,192.168.147.76,С-АБ/09-02-2022/133515337,09.02.2022,08.02.2024,90,1494885865,1003769,РБ Зианч рн дМалый Муйнак ад МагнитогорскИра 265км,"Республика Башкортостан, Зианчуринский район, д. Малый Муйнак, а-д Магнитогорск-Ира, 265км, гостиница",от с. Кугарчи к с Тазларово,"ближнее - встречное, дальнее - попутное",Зианчуринский район,52.129862 56.736581
3,79279243798,194352M377,uragan-10-027,10.32.10.28,192.168.147.77,С-АБ/08-02-2022/133515355,08.02.2022,07.02.2024,60,1495013700,1003745,"РБ, Куюргазинский,сЕрмолаево,ул Советская(АЗС)","Республика Башкортостан, Куюргазинский район, с. Ермолаево, ул. Советская(АЗС)",к г. Кумертау,"ближнее - встречное, дальнее - попутное",Куюргазинский район,52.719701 55.810907
3,79625455302,194352M378,uragan-10-069,10.32.10.70,192.168.147.78,С-АБ/09-02-2022/133515344,09.02.2022,08.02.2024,60,1493202940,1003551,"РБ Хайбуллинский р-н с Акъяр, пр. С. Юлаева 22Ак2","Республика Башкортостан, Хайбуллинский район, с. Акъяр, пр. С. Юлаева, д. 22Ак2",от ул.Батанова к ул. Муртазина,"ближнее - попутное, дальнее - встречное",Хайбуллинский район,51.865133 58.217751
3,79279236201,194352M379,uragan-10-043,10.32.10.44,192.168.147.79,С-АБ/09-02-2022/133515351,09.02.2022,08.02.2024,90,1493208120,1004376,РБ Кугарч. р-н выезд из Мраково ост Исянгулово-Ира,"Республика Башкортостан, Кугарчинский район, а-д Магнитогорск-Ира, выезд из с. Мраково, ост Исянгулово- Ира",от с. Мраково к д. Ибраево,"ближнее - попутное, дальнее - встречное",Кугарчинский район,52.716967 56.572110
3,79173608931,194352M380,uragan-10-034,10.32.10.35,192.168.147.80,С-АБ/08-02-2022/133515354,08.02.2022,07.02.2024,60,1496788248,1003750,"РБ, с. Новая Уралка, ул. Уральская, д. 16","Республика Башкортостан, Куюргазинский район, с. Новая Уралка, ул. Уральская, д. 16",от ул. Красная Горка к ул. Надежды,"ближнее - попутное, дальнее - встречное",Куюргазинский район,52.684603 55.822367
3,79276367537,194352M381,uragan-10-009,10.32.10.10,192.168.147.81,С-АБ/09-02-2022/133515336,09.02.2022,08.02.2024,90,1492763303,1003894,РБ с Исянгулово ад МагнитогИра въезд в Исянгулово,"Республика Башкортостан, Зианчуринский район, с. Исянгулово, въезд в с. Исянгулово (а-д Магнитогорск-Ира)",из с.Исянгулово к с. Тазларово,"ближнее - встречное, дальнее - попутное",Зианчуринский район,52.182825 56.613170
3,79279241328,194352M382,uragan-10-058,10.32.10.59,192.168.147.82,С-АБ/07-02-2022/133515378,07.02.2022,06.02.2024,60,1496574592,1003855,"РБ, Баймакский р-н, г Баймак, ад Магнитогорск-Ира,130км+500м","Республика Башкортостан, Баймакский район, г. Баймак, а-д Магнитогорск-Ира, 130км+500м(В. Чкалова, д. 17)",от ул. Куйбышева к ул. Стахановская,"ближнее - попутное, дальнее - встречное",Баймакский район,52.575349 58.310898
3,79279239107,194352M383,uragan-10-038,10.32.10.39,192.168.147.83,С-АБ/08-02-2022/133515361,08.02.2022,07.02.2024,60,1496740807,1003887,РБ с.Зилаир пер. ул.Ленина – Зилаирский,"Республика Башкортостан, Зилаирский район, с. Зилаир, ул. Ленина, д. 83/1 (перекресток ул. Ленина и Зилаирский)",от ул. Голубцова к ул. Комсомольская,"ближнее - попутное, дальнее - встречное",Зилаирский район,52.234009 57.438825
3,79279234398,194352M384,uragan-10-055,10.32.10.56,192.168.147.84,С-АБ/29-09-2021/100093822,29.09.2021,28.09.2023,90,1495219241,1003875,"РБ, Иглинский р-н, а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1492 км 135 м",,,"ближнее - встречное, дальнее - попутное",Иглинский район,54.741247 56.299417
3,79279252657,194352M385,uragan-11-027,10.32.11.28,192.168.147.85,С-АБ/02-02-2022/133515395,02.02.2022,01.02.2024,60,1488502812,1003965,"РБ Ишимбайский р-н г. Ишимбай ул. Стахановская, 51","Республика Башкортостан, Ишимбайский район, г. Ишимбай, ул. Стахановская, д. 51 (МУП ""Ишимбайэлектросети"")",от ул. Мира к ул. Бульварная,"ближнее - встречное, дальнее - попутное",Город Ишимбай,53.446409 56.040298
